x,y,class
-0.08487032037804625,1.7147521811073168,0.0
0.0481449338712781,1.975285325493139,0.0
0.01672754723106967,0.2198354661416903,0.0
-0.023012429043315866,0.637322573381155,0.0
-0.38444685060291994,1.8847539326442702,0.0
0.028386133111250614,1.598666725054075,0.0
0.017792831858331356,0.0664592621604069,0.0
-0.010523782505840719,0.23017037856391018,0.0
-0.22940609744814394,1.5773768925073564,0.0
-0.038194900871210635,0.8955316598796009,0.0
0.06841955032238574,0.7562329750392809,0.0
0.06975198568653605,1.9664013518550596,0.0
-0.02282863413163937,0.6176603630949316,0.0
-0.22598663283663106,1.4354734697471896,0.0
-0.01428686001185842,0.05386122409100629,0.0
-0.007476438374370462,0.03980633763608779,0.0
-0.016833411062788024,0.5692278784834928,0.0
-0.028151753541587013,0.6211515084231501,0.0
0.43252380851265737,1.7694700669567578,0.0
0.035562706273981504,1.3381202071498042,0.0
-0.15283698349397284,0.5810515822127257,0.0
-0.36578248555769144,1.657951684700935,0.0
-0.004868578408139785,0.03335414620617621,0.0
0.00993389376446127,0.096317485862738,0.0
0.3808423319465379,1.7250688242416592,0.0
0.037003956659071115,0.7463263914718892,0.0
-0.001839629417628309,0.050880098505580354,0.0
0.06975925784429184,1.436874825613293,0.0
-0.002984610637642895,0.011264921943693107,0.0
-0.046808398850419444,1.9780739366058506,0.0
0.176707612327161,1.0608934631253715,0.0
-0.2709208259792187,1.0381351852607779,0.0
0.19824866270061237,1.7981659966375734,0.0
0.2457360433621932,1.7356318226650975,0.0
0.2171320385407335,0.9179607946484594,0.0
0.22793874381045,1.4345641036087444,0.0
0.10725216770808356,0.8159372997283918,0.0
0.07238466021539358,0.3384129464198846,0.0
0.12883127402058964,0.7706720670655391,0.0
-0.011481683441481958,0.2112444883794351,0.0
-0.004175912503153259,0.3471113746516119,0.0
0.3134232718365087,1.7747233986770703,0.0
-0.03317270372542722,0.5295314359864117,0.0
0.2700643480847482,1.8201329216603037,0.0
0.08616616372429996,0.4659144280467538,0.0
0.12973668599557484,0.6534353898517615,0.0
